Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2015","2015","t","10611.63","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2015","2015","1000 USD","116764","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2016","2016","t","10629.01","I","Imputed value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2016","2016","1000 USD","107906","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2017","2017","t","11227.16","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2017","2017","1000 USD","134395","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2018","2018","t","9331.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2018","2018","1000 USD","101061","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2019","2019","t","6312.13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2019","2019","1000 USD","80194","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2020","2020","t","9895.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2020","2020","1000 USD","148923","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2021","2021","t","14958.29","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2021","2021","1000 USD","236220","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2022","2022","t","14664.1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2022","2022","1000 USD","183099","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2023","2023","t","10905.91","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2023","2023","1000 USD","133670","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2000","2000","t","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2000","2000","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2001","2001","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2001","2001","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2002","2002","t","6","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2002","2002","1000 USD","6","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2003","2003","t","779","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2003","2003","1000 USD","320","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2004","2004","t","206","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2004","2004","1000 USD","64","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2005","2005","t","375","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2005","2005","1000 USD","90","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2006","2006","t","215","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2006","2006","1000 USD","129","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2007","2007","t","128","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2007","2007","1000 USD","38","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2008","2008","t","2380","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2008","2008","1000 USD","590","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2009","2009","t","18","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2009","2009","1000 USD","4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2010","2010","t","12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2010","2010","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2011","2011","t","110","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2011","2011","1000 USD","42","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2012","2012","t","1264","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2012","2012","1000 USD","446","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2013","2013","t","53","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2013","2013","1000 USD","37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2014","2014","t","75.59","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2014","2014","1000 USD","41","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2015","2015","t","144.38","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2015","2015","1000 USD","75","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2016","2016","t","321.5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2016","2016","1000 USD","129","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2017","2017","t","476.63","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2017","2017","1000 USD","158","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2018","2018","t","89.23","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2018","2018","1000 USD","54","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2019","2019","t","215.39","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2019","2019","1000 USD","88","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2020","2020","t","200.65","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2020","2020","1000 USD","69","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2021","2021","t","80.22","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2021","2021","1000 USD","103","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2022","2022","t","347.24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2022","2022","1000 USD","189","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2023","2023","t","361.29","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2023","2023","1000 USD","326","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2000","2000","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2000","2000","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2001","2001","t","16","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2001","2001","1000 USD","16","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2002","2002","t","12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2002","2002","1000 USD","11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2003","2003","t","64","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2003","2003","1000 USD","13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2004","2004","t","114","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2004","2004","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2005","2005","t","37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2005","2005","1000 USD","4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2006","2006","t","29","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2006","2006","1000 USD","14","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2007","2007","t","96","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2007","2007","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2008","2008","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2008","2008","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2009","2009","t","12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2009","2009","1000 USD","15","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2010","2010","t","21","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2010","2010","1000 USD","13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2011","2011","t","115","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2011","2011","1000 USD","97","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2012","2012","t","734","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2012","2012","1000 USD","431","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2013","2013","t","606","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2013","2013","1000 USD","1067","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2014","2014","t","406.47","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2014","2014","1000 USD","463","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2015","2015","t","320.13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2015","2015","1000 USD","501","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2016","2016","t","487.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2016","2016","1000 USD","742","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2017","2017","t","517.86","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2017","2017","1000 USD","920","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2018","2018","t","681.5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2018","2018","1000 USD","1285","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2019","2019","t","889.5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2019","2019","1000 USD","1331","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2020","2020","t","1234.55","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2020","2020","1000 USD","2101","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2021","2021","t","1760.14","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2021","2021","1000 USD","2576","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2022","2022","t","1196.37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2022","2022","1000 USD","2020","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2023","2023","t","1594.72","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2023","2023","1000 USD","2837","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2014","2014","t","50.47","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2014","2014","1000 USD","178","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2015","2015","t","23.78","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2015","2015","1000 USD","103","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2016","2016","t","110.36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2016","2016","1000 USD","632","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2017","2017","t","5.24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2017","2017","1000 USD","17","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2018","2018","t","82.55","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2018","2018","1000 USD","417","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2019","2019","t","65.22","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2019","2019","1000 USD","230","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2020","2020","t","31.83","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2020","2020","1000 USD","81","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2021","2021","t","17.64","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2021","2021","1000 USD","62","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2022","2022","t","48.13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2022","2022","1000 USD","176","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2023","2023","t","39.91","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2023","2023","1000 USD","167","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2000","2000","t","238949","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2000","2000","1000 USD","191409","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2001","2001","t","199789","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2001","2001","1000 USD","127395","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2002","2002","t","143643","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2002","2002","1000 USD","100979","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2003","2003","t","136509","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2003","2003","1000 USD","117851","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2004","2004","t","239218","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2004","2004","1000 USD","206980","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2005","2005","t","233324","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2005","2005","1000 USD","191676","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2006","2006","t","271596","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2006","2006","1000 USD","217908","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2007","2007","t","257515","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2007","2007","1000 USD","278927","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2008","2008","t","331665","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2008","2008","1000 USD","449104","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2009","2009","t","368433","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2009","2009","1000 USD","410779","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2010","2010","t","424316","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2010","2010","1000 USD","575985","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2011","2011","t","406244","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2011","2011","1000 USD","834754","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2012","2012","t","506310","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2012","2012","1000 USD","717087","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2013","2013","t","631033","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2013","2013","1000 USD","779223","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2014","2014","t","463703.95","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2014","2014","1000 USD","654386","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2015","2015","t","543985.63","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2015","2015","1000 USD","690084","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2016","2016","t","563669.33","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2016","2016","1000 USD","597218","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2017","2017","t","626820.8","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2017","2017","1000 USD","905283","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2018","2018","t","595797.17","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2018","2018","1000 USD","821206","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2019","2019","t","547119.86","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2019","2019","1000 USD","856943","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2020","2020","t","658290.79","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2020","2020","1000 USD","798956","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2021","2021","t","689763.74","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2021","2021","1000 USD","1050251","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2022","2022","t","581575.37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2022","2022","1000 USD","1090121","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2023","2023","t","629846.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2023","2023","1000 USD","1009268","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2000","2000","t","22","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2000","2000","1000 USD","24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2001","2001","t","6","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2001","2001","1000 USD","19","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2002","2002","t","110","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2002","2002","1000 USD","137","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2003","2003","t","125","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2003","2003","1000 USD","136","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2004","2004","t","806","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2004","2004","1000 USD","940","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2005","2005","t","425","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2005","2005","1000 USD","494","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2006","2006","t","1115","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2006","2006","1000 USD","1070","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2007","2007","t","751","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2007","2007","1000 USD","1102","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2008","2008","t","162","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2008","2008","1000 USD","180","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2009","2009","t","255","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2009","2009","1000 USD","428","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2010","2010","t","290","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2010","2010","1000 USD","398","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2011","2011","t","254","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2011","2011","1000 USD","557","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2012","2012","t","327","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2012","2012","1000 USD","548","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2013","2013","t","421","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2013","2013","1000 USD","865","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2014","2014","t","271.26","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2014","2014","1000 USD","564","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2015","2015","t","2164.37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2015","2015","1000 USD","436","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2016","2016","t","228.59","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2016","2016","1000 USD","712","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2017","2017","t","168.9","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2017","2017","1000 USD","463","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2018","2018","t","122.51","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2018","2018","1000 USD","500","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2019","2019","t","267.92","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2019","2019","1000 USD","752","A","Official figure",""
