Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2000","2000","t","104","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2000","2000","1000 USD","45","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2001","2001","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2001","2001","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2002","2002","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2002","2002","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2003","2003","t","1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2003","2003","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2004","2004","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2004","2004","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2005","2005","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2005","2005","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2006","2006","t","18","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2006","2006","1000 USD","4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2007","2007","t","56","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2007","2007","1000 USD","15","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2008","2008","t","190","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2008","2008","1000 USD","68","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2009","2009","t","22","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2009","2009","1000 USD","10","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2010","2010","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2010","2010","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2011","2011","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2011","2011","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2012","2012","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2012","2012","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01929.07","Abaca, manila hemp, raw","2013","2013","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01929.07","Abaca, manila hemp, raw","2013","2013","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2000","2000","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2000","2000","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2001","2001","t","20","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2001","2001","1000 USD","49","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2002","2002","t","3","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2002","2002","1000 USD","17","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2003","2003","t","34","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2003","2003","1000 USD","50","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2004","2004","t","281","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2004","2004","1000 USD","250","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2005","2005","t","264","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2005","2005","1000 USD","269","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2006","2006","t","254","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2006","2006","1000 USD","382","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2007","2007","t","80","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2007","2007","1000 USD","82","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2008","2008","t","30","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2008","2008","1000 USD","39","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2009","2009","t","28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2009","2009","1000 USD","28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2010","2010","t","36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2010","2010","1000 USD","29","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2011","2011","t","18","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2011","2011","1000 USD","17","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2012","2012","t","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2012","2012","1000 USD","7","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2013","2013","t","1636","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2013","2013","1000 USD","5780","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2014","2014","t","46.38","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2014","2014","1000 USD","116","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2015","2015","t","56.69","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2015","2015","1000 USD","406","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2016","2016","t","164.28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2016","2016","1000 USD","1101","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2017","2017","t","566.52","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2017","2017","1000 USD","2558","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2018","2018","t","389.89","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2018","2018","1000 USD","2214","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2019","2019","t","113.11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2019","2019","1000 USD","739","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2020","2020","t","93.04","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2020","2020","1000 USD","564","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2021","2021","t","393.33","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2021","2021","1000 USD","1900","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2022","2022","t","316.64","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2022","2022","1000 USD","1610","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01371","Almonds, in shell","2023","2023","t","117.11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01371","Almonds, in shell","2023","2023","1000 USD","835","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2000","2000","t","20","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2000","2000","1000 USD","48","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2001","2001","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2001","2001","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2002","2002","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2002","2002","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2003","2003","t","1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2003","2003","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2004","2004","t","21","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2004","2004","1000 USD","13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2005","2005","t","32","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2005","2005","1000 USD","67","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2006","2006","t","7","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2006","2006","1000 USD","21","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2007","2007","t","117","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2007","2007","1000 USD","139","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2008","2008","t","46","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2008","2008","1000 USD","198","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2009","2009","t","33","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2009","2009","1000 USD","189","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2010","2010","t","57","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2010","2010","1000 USD","349","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2011","2011","t","69","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2011","2011","1000 USD","408","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2012","2012","t","30","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2012","2012","1000 USD","234","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2013","2013","t","309","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2013","2013","1000 USD","1764","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2014","2014","t","305.81","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2014","2014","1000 USD","2602","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2015","2015","t","97.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2015","2015","1000 USD","958","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2016","2016","t","131.96","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2016","2016","1000 USD","821","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2017","2017","t","52.34","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2017","2017","1000 USD","527","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2018","2018","t","156.32","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2018","2018","1000 USD","1571","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2019","2019","t","149.56","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2019","2019","1000 USD","1210","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2020","2020","t","113.33","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2020","2020","1000 USD","940","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2021","2021","t","178.32","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2021","2021","1000 USD","1194","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2022","2022","t","473.12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2022","2022","1000 USD","3023","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21422","Almonds, shelled","2023","2023","t","112.51","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21422","Almonds, shelled","2023","2023","1000 USD","917","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2000","2000","t","1034","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2000","2000","1000 USD","1229","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2001","2001","t","43","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2001","2001","1000 USD","35","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2002","2002","t","45","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2002","2002","1000 USD","37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2003","2003","t","81","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2003","2003","1000 USD","184","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2004","2004","t","16","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2004","2004","1000 USD","39","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2005","2005","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2005","2005","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2006","2006","t","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2006","2006","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2007","2007","t","8","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2007","2007","1000 USD","11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2008","2008","t","44","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2008","2008","1000 USD","79","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2009","2009","t","19","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2009","2009","1000 USD","28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2010","2010","t","159","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2010","2010","1000 USD","149","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2011","2011","t","3","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2011","2011","1000 USD","12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2012","2012","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2012","2012","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2013","2013","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2013","2013","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2014","2014","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2014","2014","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2015","2015","t","0.78","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2015","2015","1000 USD","6","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2016","2016","t","0.03","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2016","2016","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2017","2017","t","1.2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2017","2017","1000 USD","7","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2019","2019","t","0.2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2019","2019","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2020","2020","t","0.01","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2020","2020","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2021","2021","t","0.07","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2021","2021","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2022","2022","t","0.03","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2022","2022","1000 USD","3","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21529.03","Animal oils and fats n.e.c.","2023","2023","t","1.31","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21529.03","Animal oils and fats n.e.c.","2023","2023","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2000","2000","t","4188","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2000","2000","1000 USD","4742","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2001","2001","t","4474","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2001","2001","1000 USD","5515","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2002","2002","t","9231","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2002","2002","1000 USD","7897","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2003","2003","t","5535","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2003","2003","1000 USD","5833","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2004","2004","t","8673","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2004","2004","1000 USD","10488","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2005","2005","t","6104","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2005","2005","1000 USD","9336","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2006","2006","t","6591","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2006","2006","1000 USD","14457","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2007","2007","t","21397","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2007","2007","1000 USD","38993","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2008","2008","t","10201","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2008","2008","1000 USD","30821","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2009","2009","t","2831","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2009","2009","1000 USD","4136","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2010","2010","t","2390","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2010","2010","1000 USD","4552","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2011","2011","t","2081","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2011","2011","1000 USD","5002","A","Official figure",""
